id,nev,szekhelyid,adoszam,email,telefon
1895,Kovács Regina,1269,18918485-1-07,Kovács.Regina@email.hu,+36133648059
1896,Simon Liza,2768,70550927-2-10,Simon.Liza@email.hu,+36242569731
1897,Bálint Lia,138,40228137-1-42,Bálint.Lia@email.hu,+36607143823
1898,Péter Gellért,1411,80277943-2-42,Péter.Gellért@email.hu,+36625842240
1899,Pál András,1636,10129010-1-25,Pál.András@email.hu,+36482309453
1900,Lakatos Richárd,2677,98196916-1-35,Lakatos.Richárd@email.hu,+36338429497
1901,Orosz Réka,2940,20563052-1-05,Orosz.Réka@email.hu,+36688240156
1902,Vincze Levente,935,27614829-1-35,Vincze.Levente@email.hu,+36347548555
1903,Szekeres Liza,1227,83983541-1-41,Szekeres.Liza@email.hu,+36758066459
1904,Oláh Krisztofer,695,58176384-1-25,Oláh.Krisztofer@email.hu,+36467216531
1905,Hajas Letícia,34,69393844-1-03,Hajas.Letícia@email.hu,+36726151796
1906,Fehér Ármin,1012,10449382-2-05,Fehér.Ármin@email.hu,+36295137010
1907,Boros Mirkó,82,83575145-2-15,Boros.Mirkó@email.hu,+36304846573
1908,Sipos Adrián,2978,31864137-1-15,Sipos.Adrián@email.hu,+36672041553
1909,Boros Lara,2183,37299172-2-15,Boros.Lara@email.hu,+36151291209
1910,Boros Nóra,2684,26516577-2-07,Boros.Nóra@email.hu,+36797017267
1911,Sándor Gergő,1001,38631036-1-05,Sándor.Gergő@email.hu,+36367813151
1912,Fülöp Ábel,1033,25346366-1-10,Fülöp.Ábel@email.hu,+36462509343
1913,Váradi Dorka,2790,18430598-2-35,Váradi.Dorka@email.hu,+36198995027
1914,Nemes Hanna,1844,77739770-2-05,Nemes.Hanna@email.hu,+36958272455
1915,Gál Kiara,2490,72501289-1-35,Gál.Kiara@email.hu,+36705667914
1916,Barta Attila,1957,86787419-2-03,Barta.Attila@email.hu,+36492926914
1917,Lengyel Mirkó,1555,60666814-2-15,Lengyel.Mirkó@email.hu,+36990672651
1918,Kelemen Ferenc,2107,49187803-2-25,Kelemen.Ferenc@email.hu,+36294636681
1919,Kocsis Balázs,2737,68716317-1-30,Kocsis.Balázs@email.hu,+36976723992
1920,Bakos Barbara,2420,10756559-2-10,Bakos.Barbara@email.hu,+36208470738
1921,Balog Vencel,2935,47098579-1-30,Balog.Vencel@email.hu,+36177240479
1922,Kocsis Adél,1979,99400453-1-30,Kocsis.Adél@email.hu,+36737758549
1923,Balla Lara,365,80470290-1-03,Balla.Lara@email.hu,+36852186250
1924,Szekeres Zsófia,279,93761987-1-42,Szekeres.Zsófia@email.hu,+36425492027
1925,Nemes Annabella,1919,56819223-2-03,Nemes.Annabella@email.hu,+36163272088
1926,Máté Barbara,655,25143480-1-05,Máté.Barbara@email.hu,+36744728834
1927,Bálint Petra,2506,34754527-2-15,Bálint.Petra@email.hu,+36567593458
1928,Simon Léna,108,61716402-2-10,Simon.Léna@email.hu,+36720632923
1929,Deák Ábel,523,83190001-2-05,Deák.Ábel@email.hu,+36794028979
1930,Borbély Vanda,292,44456047-1-42,Borbély.Vanda@email.hu,+36452228105
1931,Fekete Dorina,910,73394469-1-30,Fekete.Dorina@email.hu,+36961766220
1932,Mészáros Mira,625,92246915-2-35,Mészáros.Mira@email.hu,+36997173471
1933,Gáspár Adél,165,62157203-1-42,Gáspár.Adél@email.hu,+36142095204
1934,Gáspár Tamara,187,64224115-2-30,Gáspár.Tamara@email.hu,+36892571304
1935,Virág Hanga,1779,51191000-1-41,Virág.Hanga@email.hu,+36107318380
1936,Horváth Nóra,1734,73789204-2-07,Horváth.Nóra@email.hu,+36272224165
1937,Gulyás András,2082,63167869-1-35,Gulyás.András@email.hu,+36386600865
1938,Bálint Kinga,2308,91067581-2-10,Bálint.Kinga@email.hu,+36879936843
1939,Fazekas Csongor,46,19835077-2-03,Fazekas.Csongor@email.hu,+36463817286
1940,Somogyi Gábor,433,33692597-2-35,Somogyi.Gábor@email.hu,+36225743956
1941,Pál Richárd,798,74557759-1-03,Pál.Richárd@email.hu,+36829060908
1942,Szőke Flórián,2869,30235069-1-25,Szőke.Flórián@email.hu,+36371871813
1943,Sipos Vince,604,41893883-1-30,Sipos.Vince@email.hu,+36597503666
1944,Márton Regina,320,96378854-2-35,Márton.Regina@email.hu,+36857608409
1945,Juhász Abigél,2250,37505917-2-30,Juhász.Abigél@email.hu,+36157498307
1946,Török Kinga,2423,94467934-2-07,Török.Kinga@email.hu,+36254315150
1947,Molnár Zita,2197,34315313-2-10,Molnár.Zita@email.hu,+36789946781
1948,Varga Mia,777,23254750-2-42,Varga.Mia@email.hu,+36248784871
1949,Orsós Bendegúz,1623,16821659-2-07,Orsós.Bendegúz@email.hu,+36829942596
1950,Bakos Iván,1616,82365571-2-35,Bakos.Iván@email.hu,+36556145503
1951,Fehér Dorottya,518,70118618-2-15,Fehér.Dorottya@email.hu,+36167321438
1952,Novák Csongor,335,51274840-2-42,Novák.Csongor@email.hu,+36327931500
1953,Jakab Zsolt,978,71796132-2-03,Jakab.Zsolt@email.hu,+36564542605
1954,Vincze Tamás,1520,59606957-1-35,Vincze.Tamás@email.hu,+36289263074
1955,Sándor Szofia,2046,21332844-1-05,Sándor.Szofia@email.hu,+36176613377
1956,Péter Hanga,266,71397104-1-41,Péter.Hanga@email.hu,+36865905965
1957,Biró Zsolt,2874,97379044-2-07,Biró.Zsolt@email.hu,+36410786663
1958,Jónás Zorka,253,50456060-2-07,Jónás.Zorka@email.hu,+36347998792
1959,Tóth Viktor,1080,61591667-2-03,Tóth.Viktor@email.hu,+36319368801
1960,Takács Kincső,1683,14484870-1-30,Takács.Kincső@email.hu,+36896847320
1961,Biró Sámuel,809,35929361-2-03,Biró.Sámuel@email.hu,+36642967910
1962,Márton Elizabet,2277,82093249-1-30,Márton.Elizabet@email.hu,+36499638008
1963,Antal Dalma,1760,98908641-2-03,Antal.Dalma@email.hu,+36793436932
1964,Balázs Brájen,1195,53077632-2-42,Balázs.Brájen@email.hu,+36614487463
1965,Mezei Eliza,1079,13356615-1-42,Mezei.Eliza@email.hu,+36750675405
1966,Tóth Csongor,2680,96618627-2-03,Tóth.Csongor@email.hu,+36286064038
1967,Váradi Donát,173,23423670-1-15,Váradi.Donát@email.hu,+36335838498
1968,Boros Liliána,1908,14440989-2-30,Boros.Liliána@email.hu,+36221848082
1969,Pásztor Zoé,2369,86783276-1-30,Pásztor.Zoé@email.hu,+36866378434
1970,Borbély Zoltán,60,58946591-1-03,Borbély.Zoltán@email.hu,+36448868108
1971,Fodor Regina,2179,83854056-2-41,Fodor.Regina@email.hu,+36121750407
1972,Major Dénes,1551,29833740-1-30,Major.Dénes@email.hu,+36126160167
1973,Máté Emília,1366,89587232-1-10,Máté.Emília@email.hu,+36746243753
1974,Somogyi Panna,1609,95258226-2-35,Somogyi.Panna@email.hu,+36766404396
1975,Faragó Sámuel,927,86433305-1-41,Faragó.Sámuel@email.hu,+36294834188
1976,Veres Noémi,2369,77098016-1-30,Veres.Noémi@email.hu,+36720793024
1977,Lengyel Erik,680,27741077-1-25,Lengyel.Erik@email.hu,+36155679241
1978,Szőke Adél,2348,44325943-2-41,Szőke.Adél@email.hu,+36910002200
1979,Hegedűs Fanni,333,26490578-2-03,Hegedűs.Fanni@email.hu,+36283418079
1980,László Boróka,1800,22585795-1-10,László.Boróka@email.hu,+36824381297
1981,László Lotti,762,51062673-2-42,László.Lotti@email.hu,+36870206411
1982,Szűcs Eszter,1034,71734283-2-41,Szűcs.Eszter@email.hu,+36334232946
1983,Illés Zsombor,790,15129251-2-30,Illés.Zsombor@email.hu,+36806114685
1984,Orosz Dorina,1211,61058936-2-35,Orosz.Dorina@email.hu,+36253307835
1985,Sándor Linett,2078,34571934-1-07,Sándor.Linett@email.hu,+36300331026
1986,Molnár Olivér,2879,82354135-2-03,Molnár.Olivér@email.hu,+36649259079
1987,Váradi Kornél,1951,80685289-1-07,Váradi.Kornél@email.hu,+36448055225
1988,Barta Brendon,949,62784752-1-07,Barta.Brendon@email.hu,+36768256488
1989,Varga Hédi,444,13125778-2-07,Varga.Hédi@email.hu,+36731382285
1990,Illés Kinga,818,40028402-1-25,Illés.Kinga@email.hu,+36156836773
1991,Katona Ákos,1164,36644666-2-25,Katona.Ákos@email.hu,+36776861860
1992,Biró Balázs,1134,72946316-1-03,Biró.Balázs@email.hu,+36954026432
1993,Fodor Szabolcs,532,89710420-1-41,Fodor.Szabolcs@email.hu,+36575992400
1994,Molnár Ábel,666,65584713-2-30,Molnár.Ábel@email.hu,+36482394324
1995,Novák Jázmin,1927,57997743-1-05,Novák.Jázmin@email.hu,+36498200403
1996,Sipos Norbert,825,52699016-1-05,Sipos.Norbert@email.hu,+36344847259
1997,Tamás Adrián,414,81560933-2-35,Tamás.Adrián@email.hu,+36493859238
1998,Hegedüs Maja,1713,49050758-2-03,Hegedüs.Maja@email.hu,+36898440561
1999,Máté Borbála,1545,53256746-1-42,Máté.Borbála@email.hu,+36122357362
2000,Novák János,1874,91121795-1-15,Novák.János@email.hu,+36786858626
2001,Kelemen Kevin,1555,41278772-2-10,Kelemen.Kevin@email.hu,+36833901009
2002,Lukács Marcell,2592,80108831-1-07,Lukács.Marcell@email.hu,+36583523058
2003,Kovács Barnabás,712,86705979-2-03,Kovács.Barnabás@email.hu,+36297830796
2004,Farkas Dorottya,867,18109574-2-03,Farkas.Dorottya@email.hu,+36396498847
2005,Fekete Flórián,1742,58746021-1-15,Fekete.Flórián@email.hu,+36449819454
2006,Lakatos Mátyás,1271,10519386-2-10,Lakatos.Mátyás@email.hu,+36956585628
2007,Virág Csanád,1273,21922114-1-10,Virág.Csanád@email.hu,+36497112105
2008,Szőke Norbert,1672,36772412-1-42,Szőke.Norbert@email.hu,+36713562568
2009,Gulyás Dénes,2897,33408158-2-42,Gulyás.Dénes@email.hu,+36909853244
2010,Vörös Kiara,1981,94469333-1-41,Vörös.Kiara@email.hu,+36371244711
2011,Márton Adrián,1889,13890534-1-41,Márton.Adrián@email.hu,+36725651083
2012,Fazekas Brendon,2830,23287608-2-05,Fazekas.Brendon@email.hu,+36416208821
2013,Pataki Nimród,2224,84199988-1-03,Pataki.Nimród@email.hu,+36980005071
2014,Lukács Richárd,1584,99240378-1-25,Lukács.Richárd@email.hu,+36410411863
2015,Fazekas Dorottya,226,23656703-2-03,Fazekas.Dorottya@email.hu,+36942065267
2016,Virág Liza,2079,24429583-2-03,Virág.Liza@email.hu,+36324159324
2017,Papp Rikárdó,792,37198506-2-25,Papp.Rikárdó@email.hu,+36608947680
2018,Hajdu Barnabás,2853,98084212-1-42,Hajdu.Barnabás@email.hu,+36555553456
2019,Fülöp Sámuel,1421,78740203-2-15,Fülöp.Sámuel@email.hu,+36329580796
2020,Vörös Boglárka,503,81236985-2-10,Vörös.Boglárka@email.hu,+36116840685
2021,Kis Kitti,34,76167843-2-10,Kis.Kitti@email.hu,+36753433172
2022,Kis Kiara,1527,20873424-2-03,Kis.Kiara@email.hu,+36483006369
2023,Hajas Lara,769,61549717-1-05,Hajas.Lara@email.hu,+36405890154
2024,Nemes Hanna,856,16989381-1-30,Nemes.Hanna@email.hu,+36724966019
2025,Szűcs Lotti,1200,82536431-2-03,Szűcs.Lotti@email.hu,+36587430606
2026,Lengyel Lili,350,71142247-2-10,Lengyel.Lili@email.hu,+36983148333
2027,Fehér Virág,323,90357825-1-30,Fehér.Virág@email.hu,+36465592125
2028,Katona Mátyás,4,84237026-1-07,Katona.Mátyás@email.hu,+36279273788
2029,Biró Kitti,1985,97494990-2-03,Biró.Kitti@email.hu,+36283628351
2030,Szalai Panka,2406,93968795-1-35,Szalai.Panka@email.hu,+36865411287
2031,Király Tamás,1260,55771590-2-42,Király.Tamás@email.hu,+36242358145
2032,Pap Rikárdó,1272,38924826-2-03,Pap.Rikárdó@email.hu,+36172663038
2033,Vass Alíz,108,51303703-2-07,Vass.Alíz@email.hu,+36803069196
2034,Balog István,763,85603288-2-42,Balog.István@email.hu,+36411983811
2035,Vörös Hanna,2549,41541530-2-25,Vörös.Hanna@email.hu,+36905904645
2036,Pásztor Dóra,474,31188349-2-35,Pásztor.Dóra@email.hu,+36302107712
2037,Mezei Mihály,2626,45262811-2-03,Mezei.Mihály@email.hu,+36951826508
2038,Kis Kata,2226,57254182-1-42,Kis.Kata@email.hu,+36425040197
2039,Varga Kincső,1773,62547421-2-41,Varga.Kincső@email.hu,+36718912738
2040,Tóth Vilmos,112,84287055-2-15,Tóth.Vilmos@email.hu,+36259169755
2041,Péter Donát,911,30666529-2-07,Péter.Donát@email.hu,+36167571332
2042,Deák Natasa,2582,14147385-1-30,Deák.Natasa@email.hu,+36649917015
2043,Szalai Natasa,356,89611100-2-10,Szalai.Natasa@email.hu,+36773827601
2044,Juhász Kinga,767,68890950-2-05,Juhász.Kinga@email.hu,+36375561933
2045,Magyar Csaba,1232,86372375-1-07,Magyar.Csaba@email.hu,+36346610049
2046,Fábián Liza,638,73591564-2-42,Fábián.Liza@email.hu,+36376077398
2047,Fekete Blanka,1213,48980834-1-25,Fekete.Blanka@email.hu,+36889445719
2048,Bodnár Hédi,1252,50704547-1-41,Bodnár.Hédi@email.hu,+36181004897
2049,Magyar Attila,2745,12162517-1-42,Magyar.Attila@email.hu,+36455753415
2050,Kozma Júlia,2152,93802665-2-15,Kozma.Júlia@email.hu,+36189465439
2051,Barta Viktória,2336,75735017-2-30,Barta.Viktória@email.hu,+36651323937
2052,Balla Milán,2864,43711227-2-15,Balla.Milán@email.hu,+36853730140
2053,Szabó Leila,2595,30545060-1-15,Szabó.Leila@email.hu,+36584284124
2054,Hegedüs Bálint,347,32254268-2-10,Hegedüs.Bálint@email.hu,+36920941035
2055,Szalai Dávid,1145,75188458-2-30,Szalai.Dávid@email.hu,+36948849813
2056,Barta Barnabás,2332,80639854-2-41,Barta.Barnabás@email.hu,+36366319000
2057,Barta Zsolt,1128,78793620-2-41,Barta.Zsolt@email.hu,+36193057263
2058,Novák Alexander,2160,39951105-1-05,Novák.Alexander@email.hu,+36488289134
2059,Vincze Rozina,1971,85807649-1-25,Vincze.Rozina@email.hu,+36724492599
2060,Gál Blanka,697,47838280-2-30,Gál.Blanka@email.hu,+36382095480
2061,Vörös Gergő,252,70396065-2-25,Vörös.Gergő@email.hu,+36506417862
2062,Oláh Vanda,573,87919593-2-05,Oláh.Vanda@email.hu,+36233262677
2063,Márton László,1991,89511927-2-10,Márton.László@email.hu,+36445358576
2064,Pásztor Vencel,2795,89673868-2-07,Pásztor.Vencel@email.hu,+36959866316
2065,Mezei Sára,26,98932250-2-07,Mezei.Sára@email.hu,+36144310925
2066,Lakatos Bianka,2921,35200215-2-10,Lakatos.Bianka@email.hu,+36568412404
2067,Budai Mira,2027,32218411-2-07,Budai.Mira@email.hu,+36528563983
2068,Rácz Elizabet,766,58831206-1-15,Rácz.Elizabet@email.hu,+36583445619
2069,Sándor Laura,1339,27933356-2-07,Sándor.Laura@email.hu,+36419931575
2070,Jakab István,2056,52702861-1-42,Jakab.István@email.hu,+36655381914
2071,Pap Bálint,1757,39401279-1-25,Pap.Bálint@email.hu,+36287757174
2072,Pap Vencel,870,40178829-2-05,Pap.Vencel@email.hu,+36199331842
2073,László Zalán,385,95771297-1-41,László.Zalán@email.hu,+36752065076
2074,Balázs Johanna,614,54687655-1-25,Balázs.Johanna@email.hu,+36985835399
2075,Jakab Dalma,1896,20804963-1-30,Jakab.Dalma@email.hu,+36864693711
2076,Bogdán Benedek,2754,32254966-2-07,Bogdán.Benedek@email.hu,+36118940516
2077,Fábián Vanda,476,81496829-2-05,Fábián.Vanda@email.hu,+36624603125
2078,Jónás Csenge,2306,52893273-1-25,Jónás.Csenge@email.hu,+36945752579
2079,Szűcs Botond,1927,80851512-1-07,Szűcs.Botond@email.hu,+36393780330
2080,Sipos Virág,2866,69179372-1-15,Sipos.Virág@email.hu,+36226777566
2081,Szilágyi Izabella,1440,82395919-1-10,Szilágyi.Izabella@email.hu,+36109126973
2082,Kocsis Enikő,1375,99887784-1-10,Kocsis.Enikő@email.hu,+36300011587
2083,Dudás Letícia,2563,42309016-1-10,Dudás.Letícia@email.hu,+36738944730
2084,Magyar Zalán,2137,63926831-1-42,Magyar.Zalán@email.hu,+36109587271
2085,Balogh Márton,2374,78468285-2-30,Balogh.Márton@email.hu,+36229511709
2086,Szilágyi Kiara,699,72294869-2-25,Szilágyi.Kiara@email.hu,+36304052363
2087,Kocsis Miklós,980,68614271-2-15,Kocsis.Miklós@email.hu,+36503803272
2088,Fülöp Soma,2065,79283941-2-15,Fülöp.Soma@email.hu,+36797552519
2089,Virág Dorottya,1922,70649336-2-10,Virág.Dorottya@email.hu,+36378558356
2090,Balog Gábor,2521,21136182-1-07,Balog.Gábor@email.hu,+36555010005
2091,Hegedűs Zsolt,1650,12629235-1-15,Hegedűs.Zsolt@email.hu,+36124474808
2092,Soós Adél,2770,65546212-1-05,Soós.Adél@email.hu,+36478961732
2093,Sándor Hanga,2559,31681040-1-15,Sándor.Hanga@email.hu,+36615971956
2094,Fülöp Kata,381,74943646-2-35,Fülöp.Kata@email.hu,+36352241618
2095,Balogh Tamás,2163,74125496-1-15,Balogh.Tamás@email.hu,+36668176251
2096,Fülöp Bendegúz,2642,92981441-1-42,Fülöp.Bendegúz@email.hu,+36849733013
2097,Pintér Simon,2895,74869963-2-41,Pintér.Simon@email.hu,+36219982798
2098,Kocsis Patrik,2863,60171739-2-05,Kocsis.Patrik@email.hu,+36729385643
2099,Tamás Dávid,46,30193206-1-25,Tamás.Dávid@email.hu,+36246675367
2100,Faragó Nolen,615,21406667-2-15,Faragó.Nolen@email.hu,+36693622003
2101,Virág Johanna,915,11607660-1-15,Virág.Johanna@email.hu,+36762937773
2102,Máté Regina,2751,50384134-1-05,Máté.Regina@email.hu,+36321424459
2103,Szekeres Attila,2217,83005698-2-42,Szekeres.Attila@email.hu,+36676497680
2104,Bognár Tamara,2993,19694162-2-41,Bognár.Tamara@email.hu,+36715795859
2105,Pataki Szilárd,2699,24635893-2-35,Pataki.Szilárd@email.hu,+36817132623
2106,Balogh Péter,771,95790694-1-07,Balogh.Péter@email.hu,+36467416454
2107,Balázs Fruzsina,1784,98174435-2-42,Balázs.Fruzsina@email.hu,+36117089423
2108,Fülöp Annabella,1286,36091912-1-42,Fülöp.Annabella@email.hu,+36513873083
2109,Lakatos Máté,755,71683811-2-07,Lakatos.Máté@email.hu,+36971671682
2110,Vass Júlia,694,13167999-1-05,Vass.Júlia@email.hu,+36845333656
2111,Kovács Milla,1160,59377531-2-15,Kovács.Milla@email.hu,+36657140232
2112,Péter Vilmos,1126,86134853-1-41,Péter.Vilmos@email.hu,+36162729042
2113,Fodor Vince,2536,19334099-1-07,Fodor.Vince@email.hu,+36109933164
2114,Barta Fruzsina,1409,76862783-2-10,Barta.Fruzsina@email.hu,+36513139392
2115,Pásztor Rozina,1560,25676868-2-41,Pásztor.Rozina@email.hu,+36288392866
2116,Balogh Bence,1181,30742787-2-35,Balogh.Bence@email.hu,+36221830634
2117,Papp Norina,314,15845084-1-41,Papp.Norina@email.hu,+36409742304
2118,Király Diána,2157,85819602-1-35,Király.Diána@email.hu,+36351195663
2119,Katona Dominik,2725,71440089-1-42,Katona.Dominik@email.hu,+36745778966
2120,Orosz Zsófia,1630,86871887-1-07,Orosz.Zsófia@email.hu,+36755682920
2121,Bálint Márton,1246,26820449-1-15,Bálint.Márton@email.hu,+36980033490
2122,Gáspár Balázs,2266,13168976-2-10,Gáspár.Balázs@email.hu,+36646435822
2123,Németh Eszter,1148,48416376-1-30,Németh.Eszter@email.hu,+36220311623
2124,Máté Kevin,1122,67031680-2-25,Máté.Kevin@email.hu,+36780345928
2125,Pap Natália,2710,10308133-1-07,Pap.Natália@email.hu,+36546331464
2126,Sándor Nándor,1291,34089574-1-42,Sándor.Nándor@email.hu,+36724219799
2127,Soós Nikolasz,615,68732296-2-03,Soós.Nikolasz@email.hu,+36498784244
2128,Bálint Annabella,2308,81062157-2-30,Bálint.Annabella@email.hu,+36415247817
2129,Soós Fanni,755,40796666-1-30,Soós.Fanni@email.hu,+36333083507
2130,Illés Iván,1557,78058027-1-03,Illés.Iván@email.hu,+36930385056
2131,Barna Luca,2163,17619509-1-30,Barna.Luca@email.hu,+36814382076
2132,Takács Alíz,2916,81559597-2-41,Takács.Alíz@email.hu,+36810641840
2133,Deák Kende,1565,82934573-1-25,Deák.Kende@email.hu,+36714501571
2134,Németh Anna,617,29679352-2-10,Németh.Anna@email.hu,+36615582685
2135,Török Leila,1256,27806220-1-41,Török.Leila@email.hu,+36379264151
2136,Fekete Viktória,993,92246291-1-07,Fekete.Viktória@email.hu,+36703126872
2137,Horváth Liza,1462,77116593-2-35,Horváth.Liza@email.hu,+36538938265
2138,Soós Milla,1874,82849360-2-10,Soós.Milla@email.hu,+36938573229
2139,Oláh Donát,1742,99525444-2-05,Oláh.Donát@email.hu,+36207879007
2140,Máté Diána,908,42912097-2-30,Máté.Diána@email.hu,+36677519613
2141,Szücs Zorka,1219,34354940-1-05,Szücs.Zorka@email.hu,+36202387299
2142,Antal Zente,1998,92756866-1-25,Antal.Zente@email.hu,+36905354546
2143,Papp Bálint,614,67834636-1-03,Papp.Bálint@email.hu,+36741305196
2144,Barta Bence,532,27715844-1-05,Barta.Bence@email.hu,+36448649057
2145,Lakatos Virág,666,21993158-2-30,Lakatos.Virág@email.hu,+36813294131
2146,Sipos Csenge,2827,76728887-1-42,Sipos.Csenge@email.hu,+36877170125
2147,Kocsis Richárd,2537,16446619-1-07,Kocsis.Richárd@email.hu,+36384452928
2148,Török Mirella,455,15052763-2-30,Török.Mirella@email.hu,+36118256923
2149,Váradi Hanga,1125,19501286-1-15,Váradi.Hanga@email.hu,+36979273109
2150,Jónás Kincső,287,13617215-2-07,Jónás.Kincső@email.hu,+36461769976
2151,Juhász Erik,1633,47370865-1-25,Juhász.Erik@email.hu,+36455415068
2152,Vörös Gergely,43,49284867-2-30,Vörös.Gergely@email.hu,+36784211493
2153,Pál Virág,2442,48966155-2-10,Pál.Virág@email.hu,+36899031035
2154,Balogh Benjamin,719,93555824-1-25,Balogh.Benjamin@email.hu,+36406416805
2155,Varga Ádám,1673,54820724-2-25,Varga.Ádám@email.hu,+36629012870
2156,Dudás Lilla,953,58673190-2-30,Dudás.Lilla@email.hu,+36131926310
2157,Király Vanda,907,62202263-2-41,Király.Vanda@email.hu,+36116537195
2158,Péter Szofi,400,76208524-1-42,Péter.Szofi@email.hu,+36811576109
2159,Dudás Hanga,2587,69620535-2-42,Dudás.Hanga@email.hu,+36184888754
2160,Rácz Vanessza,712,50780826-2-42,Rácz.Vanessza@email.hu,+36108337182
2161,Péter Nóra,2460,87292904-2-35,Péter.Nóra@email.hu,+36884056567
2162,Király Szófia,1780,77346784-1-03,Király.Szófia@email.hu,+36617265964
2163,Király Zétény,2834,55529752-1-03,Király.Zétény@email.hu,+36196213935
2164,Kis Benjamin,1502,53860290-2-35,Kis.Benjamin@email.hu,+36956710984
2165,Somogyi Olivér,835,55782996-1-41,Somogyi.Olivér@email.hu,+36946375939
2166,Vass Alex,548,38052440-1-42,Vass.Alex@email.hu,+36761922750
2167,Papp Hanga,1865,63434786-1-41,Papp.Hanga@email.hu,+36363651829
2168,Péter Emma,1224,49889254-2-35,Péter.Emma@email.hu,+36409774837
2169,Boros Zselyke,2457,19291070-2-10,Boros.Zselyke@email.hu,+36149299600
2170,Pintér István,2871,83665081-2-42,Pintér.István@email.hu,+36500690353
2171,Dudás Hunor,2023,13860701-1-25,Dudás.Hunor@email.hu,+36598316727
2172,Szekeres Janka,744,83230229-2-10,Szekeres.Janka@email.hu,+36386593433
2173,Borbély Ferenc,2719,46528665-2-10,Borbély.Ferenc@email.hu,+36158741016
2174,László Leila,1122,88762499-2-03,László.Leila@email.hu,+36983683712
2175,Vincze Gellért,2715,22751454-1-42,Vincze.Gellért@email.hu,+36568719981
2176,Virág Liliána,1551,84298089-2-15,Virág.Liliána@email.hu,+36990103302
2177,Király Elizabet,957,95568845-2-41,Király.Elizabet@email.hu,+36820554984
